,product_id,sale_date,sales_rep,region,sales_amount,quantity_sold,product_category,unit_cost,unit_price,customer_type,discount,payment_method,sales_channel,region_and_sales_rep
56,1090,2023-11-20,alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice
57,1053,2023-10-02,david,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David
58,1002,2023-07-31,david,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David
59,1084,2023-08-13,alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice
60,1092,2023-01-20,charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie
61,1060,2023-04-23,eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve
62,1071,2023-05-20,eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve
63,1044,2023-02-16,david,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David
64,1008,2023-01-01,eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve
65,1047,2023-03-31,alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice
66,1035,2023-05-22,alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice
67,1078,2023-11-16,david,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David
68,1081,2023-02-07,david,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David
69,1036,2023-10-20,david,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David
70,1050,2023-05-19,charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie
71,1004,2023-12-22,eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve
72,1002,2023-11-29,david,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David
73,1006,2023-09-16,bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob
74,1054,2023-06-10,bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob
75,1004,2023-06-27,alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice
76,1054,2023-01-10,eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve
77,1093,2023-09-18,david,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David
78,1063,2023-05-18,bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob
79,1018,2023-06-21,eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve
80,1090,2023-01-13,alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice
81,1044,2023-06-17,charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie
82,1034,2023-05-10,eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve
83,1074,2023-03-25,eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve
84,1062,2023-11-17,charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie
85,1100,2023-11-15,eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve
86,1014,2023-04-11,alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice
87,1095,2023-11-25,alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice
88,1048,2023-09-30,charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie
89,1015,2023-09-22,david,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David
90,1072,2023-02-07,bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob
91,1078,2023-04-04,david,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David
92,1087,2023-04-05,eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve
93,1062,2023-11-01,bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob
94,1040,2023-03-10,charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie
95,1085,2023-11-14,charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie
96,1080,2023-08-24,bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob
97,1082,2023-11-30,alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice
98,1053,2023-05-17,bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob
99,1024,2023-03-17,eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve
100,1026,2023-02-04,alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice
101,1089,2023-01-01,charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie
102,1060,2023-10-23,bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob
103,1041,2023-11-16,david,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David
104,1029,2023-03-01,david,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David
105,1015,2023-11-16,eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve
106,1045,2023-12-15,david,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David
107,1065,2023-11-24,bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob
108,1089,2023-09-24,bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob
109,1071,2023-12-27,david,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David
110,1009,2023-08-17,bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob
111,1088,2023-09-27,eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve
112,1001,2023-11-12,alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice
113,1008,2023-10-13,eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve
114,1088,2023-10-18,eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve
115,1063,2023-08-01,bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob
116,1011,2023-06-14,alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice
117,1081,2023-01-05,bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob
118,1008,2023-12-05,charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie
119,1035,2023-03-19,bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob
120,1035,2023-03-03,bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob
121,1033,2023-05-12,bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob
122,1005,2023-03-30,alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice
123,1041,2023-08-25,bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob
124,1028,2023-02-11,alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice
125,1007,2023-03-30,david,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David
126,1073,2023-10-23,charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie
127,1072,2023-11-24,alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice
128,1012,2023-10-22,david,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David
129,1034,2023-04-14,alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice
130,1033,2023-01-14,alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice
131,1048,2023-10-15,charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie
132,1023,2023-06-28,eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve
133,1062,2023-05-05,eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve
134,1088,2023-12-19,alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice
135,1037,2023-01-23,bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob
136,1099,2023-03-04,david,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David
137,1044,2023-05-23,bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob
138,1086,2023-06-02,bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob
139,1091,2023-05-25,alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice
140,1035,2023-08-13,alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice
141,1065,2023-11-05,alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice
142,1099,2023-04-14,alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice
143,1047,2023-04-14,eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve
144,1078,2023-02-08,alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice
145,1003,2023-07-17,eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve
146,1001,2023-05-14,eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve
147,1005,2023-03-08,alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice
148,1090,2023-06-28,charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie
149,1014,2023-02-11,david,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David
150,1027,2023-01-15,bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob
151,1009,2023-04-21,eve,North,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve
152,1079,2023-06-06,david,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David
153,1015,2023-10-16,charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie
154,1090,2023-08-19,bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob
155,1042,2023-06-06,bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob
156,1077,2023-02-07,eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve
157,1051,2023-04-07,alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice
158,1063,2023-10-16,charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie
159,1096,2023-09-11,eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve
160,1052,2023-07-15,charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie
161,1096,2023-03-27,alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice
162,1004,2023-11-18,alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice
163,1094,2023-01-10,eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve
164,1023,2023-01-05,alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice
165,1015,2023-05-03,david,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David
166,1043,2023-11-26,bob,South,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob
167,1029,2023-12-19,eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve
168,1036,2023-04-28,charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie
169,1013,2023-10-21,david,East,5039.07,20,Electronics,1533.36,1649.7399999999998,Returning,0.1,Bank Transfer,Online,East-David
170,1032,2023-06-08,eve,West,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve
171,1071,2023-10-30,alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice
172,1059,2023-08-16,alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice
173,1086,2023-12-31,alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice
174,1028,2023-08-04,alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice
175,1066,2023-07-03,charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie
176,1042,2023-01-15,david,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David
177,1045,2023-06-06,bob,South,3284.53,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,South-Bob
178,1062,2023-05-16,charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie
179,1057,2023-09-18,charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie
180,1006,2023-06-06,bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob
181,1028,2023-02-16,bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob
182,1028,2023-11-20,alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice
183,1044,2023-11-28,charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie
184,1084,2023-06-22,eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve
185,1030,2023-05-10,bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob
186,1062,2023-04-05,bob,North,2959.96,48,Food,2487.19,2521.4500000000003,New,0.29,Cash,Online,North-Bob
187,1075,2023-04-25,david,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David
188,1092,2023-08-31,eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve
189,1089,2023-10-19,eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve
190,1062,2023-10-09,bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob
191,1097,2023-10-26,alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice
192,1001,2023-10-10,david,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David
193,1027,2023-03-10,eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve
194,1062,2023-05-28,bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob
195,1077,2023-01-11,eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve
196,1003,2023-09-11,david,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David
197,1070,2023-11-26,david,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David
198,1072,2023-12-26,charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie
199,1027,2023-02-07,bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob
200,1009,2023-05-14,david,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David
201,1062,2023-07-19,charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie
202,1037,2023-01-23,charlie,East,3649.93,25,Food,1074.62,1382.4299999999998,Returning,0.24,Credit Card,Retail,East-Charlie
203,1097,2023-10-30,eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve
204,1051,2023-12-12,eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve
205,1044,2023-10-29,charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie
206,1024,2023-12-29,eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve
207,1079,2023-08-06,david,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David
208,1059,2023-05-21,alice,North,5108.98,37,Electronics,4146.99,4172.349999999999,Returning,0.06,Cash,Retail,North-Alice
209,1032,2023-04-14,david,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David
210,1096,2023-07-29,charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie
211,1088,2023-04-21,charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie
212,1052,2023-04-14,david,North,1834.7,5,Furniture,745.71,856.9100000000001,Returning,0.23,Bank Transfer,Retail,North-David
213,1062,2023-11-12,eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve
214,1058,2023-06-20,eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve
215,1052,2023-12-22,charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie
216,1012,2023-11-20,bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob
217,1039,2023-05-13,eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve
218,1002,2023-10-20,david,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David
219,1003,2023-11-24,eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve
220,1056,2023-05-07,david,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David
221,1081,2023-04-16,charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie
222,1059,2023-04-02,eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve
223,1002,2023-10-14,david,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David
224,1002,2023-02-20,charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie
225,1092,2023-01-29,bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob
226,1054,2023-10-23,david,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David
